software_name,cpe_uri,cpe_vendor,cpe_product,match_confidence,status,nvd_url,last_verified_date,deprecated_at,deprecated_reason,product_id,cpe_coverage_flag,data_quality_notes
HP Enterprise Printers PQC,,,,,not_found,,,,,,,
HPE Alletra MP,,,,,not_found,,,,,,,
HPE Aruba ArubaOS-CX,cpe:2.3:o:hpe:arubaos-cx:10.06.0001:*:*:*:*:*:*:*,hpe,arubaos-cx,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hpe%20aruba%20arubaos-cx,2026-08-07,,,,,
HPE Cryptographic Module,,,,,not_found,,,,,,,
HPE ProLiant Gen12,,,,,not_found,,,,,,,
HQC Algorithm,,,,,not_found,,,,,,,
HQC Reference Implementation,,,,,not_found,,,,,,,
Huawei PQC Network Security,,,,,not_found,,,,,,,
HYCU Cryptographic Library Module,,,,,not_found,,,,,,,
Hyland OnBase,cpe:2.3:a:hyland:onbase:18.0.0.0:*:*:*:*:*:*:*,hyland,onbase,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hyland%20onbase,2026-08-07,,,,,
Hyperledger Aries (ACA-Py),,,,,not_found,,,,,,,
Hyperledger Besu,,,,,not_found,,,,,,,
Hyperledger Fabric,cpe:2.3:a:hyperledger:fabric:1.4.0:*:*:*:*:*:*:*,hyperledger,fabric,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hyperledger%20fabric,2026-08-07,,,,,
Hyperledger Fabric 3.0 PQC,,,,,not_found,,,,,,,
I4P Trident HSM,,,,,not_found,,,,,,,
IBM Aspera,cpe:2.3:a:ibm:aspera_application_platform_on_demand:-:*:*:*:*:*:*:*,ibm,aspera_application_platform_on_demand,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20aspera,2026-08-07,,,,,
IBM Cloud HSM (Utimaco),,,,,not_found,,2026-04-01,2026-07-11,not in regen,ibm-cloud-hsm-utimaco,cpe_not_found_pending_nvd,'IBM Cloud HSM (Utimaco)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
IBM Db2,cpe:2.3:a:ibm:db2:-:*:*:*:*:*:*:*,ibm,db2,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20db2,2026-08-07,,,,,
IBM Guardium Key Lifecycle Manager,cpe:2.3:a:ibm:security_guardium_key_lifecycle_manager:4.1.0:*:*:*:*:*:*:*,ibm,security_guardium_key_lifecycle_manager,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20guardium%20key%20lifecycle%20manager,2026-08-07,,,,,
IBM Guardium Quantum Safe,,,,,not_found,,,,,,,
IBM Guardium Safe,,,,,not_found,,,,,,,
IBM Hyper Protect Crypto Services,,,,,not_found,,,,,,,
IBM LinuxONE PQC,,,,,not_found,,,,,,,
IBM MQ,cpe:2.3:a:ibm:websphere_mq:-:*:*:*:*:*:*:*,ibm,websphere_mq,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20mq,2026-08-07,,,,,
IBM Quantum Safe Migration Orchestrator,,,,,not_found,,,,,,,
IBM Quantum Safe Toolkit,,,,,not_found,,,,,,,
IBM Security Guardium Data Protection,,,,,not_found,,,,,,,
IBM Storage Scale 5.2,cpe:2.3:a:ibm:storage_scale:5.2.3.0:*:*:*:*:*:*:*,ibm,storage_scale,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20storage%20scale%205.2,2026-08-07,,,,,
IBM z/OS Cryptographic Services (ICSF),,,,,not_found,,,,,,,
IBM z/VSE,,,,,not_found,,,,,,,
IBM z16 Crypto Express 8S,,,,,not_found,,,,,,,
IBM z17 Quantum Safe,,,,,not_found,,,,,,,
ID Quantique Cerberis XGR QKD,,,,,not_found,,,,,,,
ID Quantique Quantis QRNG,,,,,not_found,,,,,,,
IDEMIA Digital Identity Platform,,,,,not_found,,,,,,,
IDEMIA PQC Accelerator,,,,,not_found,,,,,,,
IDEMIA PQC Secure Element,,,,,not_found,,,,,,,
IDEMIA Sphere Cryptographic Library,,,,,not_found,,,,,,,
Imperva WAF,,,,,not_found,,,,,,,
Infineon AURIX TC49 PQC,,,,,not_found,,,,,,,
Infineon IFX_CCI_00007Ah/8Fh Crypto Suite,,,,,not_found,,,,,,,
Infineon OPTIGA TPM SLB 9672,,,,,not_found,,,,,,,
Infineon PSOC Control C3 PQC,,,,,not_found,,,,,,,
Infineon TEGRION SLC27 PQC,,,,,not_found,,,,,,,
Infineon TEGRION SLI22 Automotive,,,,,not_found,,,,,,,
InformaCast Advanced and Fusion Server Java Crypto Library,,,,,not_found,,,,,,,
InfoSec Global AgileSec,,,,,not_found,,,,,,,
Intel Platform Trust Technology (PTT),,,,,not_found,,,,,,,
Intel TDX (Trust Domain Extensions),,,,,not_found,,,,,,,
Internxt Drive PQC,,,,,not_found,,,,,,,
Inturai PQ Station ESP32,,,,,not_found,,,,,,,
iOS 26 / macOS 26,,,,,not_found,,,,,,,
IOTA,,,,,not_found,,,,,,,
IP Cores PQC1,,,,,not_found,,,,,,,
IronCore Labs SaaS Shield,,,,,not_found,,,,,,,
ISARA Advance,,,,,not_found,,,,,,,
ISARA Radiate,,,,,not_found,,,,,,,
ISC BIND 9.21,cpe:2.3:a:isc:bind:9.21.0:*:*:*:-:*:*:*,isc,bind,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=isc%20bind%209.21,2026-08-07,,,,,
Istio Service Mesh,,,,,not_found,,,,,,,
ITE LAx-551x Embedded Controller with PQC Cryptographic Engine,,,,,not_found,,,,,,,
Ivanti Neurons for MDM,,,,,not_found,,,,,,,
IVPN,cpe:2.3:a:ivpn:ivpn:2.6.6120.33863:*:*:*:*:windows:*:*,ivpn,ivpn,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ivpn%20ivpn,2026-08-07,,,,,
Jamf Pro,cpe:2.3:a:jamf:jamf:8.5:*:*:*:pro:*:*:*,jamf,jamf,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=jamf%20pro,2026-08-07,,,,,
Java 24 PQC Runtime,,,,,not_found,,,,,,,
Java jarsigner (JDK),,,,,not_found,,,,,,,
Jenkins,,,,,not_found,,,,,,,
JEP 527: Post-Quantum Hybrid Key Exchange for TLS 1.3,,,,,not_found,,,,,,,
JetBrains TeamCity 2026.1,cpe:2.3:a:jetbrains:teamcity:2026.1:*:*:*:*:*:*:*,jetbrains,teamcity,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=jetbrains%20teamcity%202026.1,2026-08-07,,,,,
JFrog Artifactory,cpe:2.3:a:jfrog:artifactory:1.0:*:*:*:*:jenkins:*:*,jfrog,artifactory,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=jfrog%20artifactory,2026-08-07,,,,,
Jmem PUF-Embedded Quantum-Safe PQCryptoEngine,,,,,not_found,,,,,,,
jose4j,cpe:2.3:a:jose4j_project:jose4j:0.9.3:*:*:*:*:*:*:*,jose4j_project,jose4j,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=jose4j%20jose4j,2026-08-07,,,,,
jsonwebtoken (auth0),,,,,not_found,,,,,,,
JumpCloud Directory Platform,,,,,not_found,,,,,,,
Juniper Junos OS,cpe:2.3:o:juniper:junos:12.3x48:-:*:*:*:*:*:*,juniper,junos,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=juniper%20junos%20os,2026-08-07,,,,,
Juniper SRX Series Firewalls,,,,,not_found,,,,,,,
Kaseya FIPS Cryptographic Module for Java,,,,,not_found,,,,,,,
Keeper Security,cpe:2.3:a:keepersecurity:keeper:16.10.2:*:*:*:*:*:*:*,keepersecurity,keeper,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=keeper%20security,2026-08-07,,,,,
Keycloak,cpe:2.3:a:keycloak:keycloak-nodejs-auth-utils:2.5.0:*:*:*:*:*:*:*,keycloak,keycloak-nodejs-auth-utils,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=keycloak%20keycloak,2026-08-07,,,,,
Keyfactor 2026 Trends,,,,,not_found,,,,,,,
Keyfactor AgileSec Analytics,,,,,not_found,,,,,,,
Keyfactor Command,cpe:2.3:a:keyfactor:command:10.5.0:*:*:*:*:*:*:*,keyfactor,command,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=keyfactor%20command,2026-08-07,,,,,
Keyfactor EJBCA,cpe:2.3:a:keyfactor:ejbca:8.0.0:*:*:*:*:*:*:*,keyfactor,ejbca,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=keyfactor%20ejbca,2026-08-07,,,,,
Keysight CyPerf,,,,,not_found,,,,,,,
Keysight Inspector,,,,,not_found,,,,,,,
KIOXIA FIPS TC58NC1137GTC Crypto Sub-Chip Class A1,,,,,not_found,,,,,,,
Kiteworks PQC File Sharing,,,,,not_found,,,,,,,
KiviCore PQC IP Cores,,,,,not_found,,,,,,,
Kloudfuse Java Cryptographic Module,,,,,not_found,,,,,,,
kmip-go (ThalesGroup),,,,,not_found,,,,,,,
Komainu Custody,,,,,not_found,,,,,,,
Kong API Gateway,,,,,not_found,,,,,,,
Kryptonite Shipovnik PQC Signature (Russia),,,,,not_found,,,,,,,
Kryptus kNET HSM PQC,,,,,not_found,,,,,,,
Kubernetes,cpe:2.3:a:kubernetes:kubernetes:-:*:*:*:*:*:*:*,kubernetes,kubernetes,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=kubernetes%20kubernetes,2026-08-07,,,,,
Kudelski IoT Security Platform,,,,,not_found,,,,,,,
Lakera Guard,,,,,not_found,,,,,,,
Landis+Gyr SEALSQ Smart Grid PKI,,,,,not_found,,,,,,,
Lattice MachXO5-NX,,,,,not_found,,,,,,,
ldnsutils (NLnetLabs ldns),,,,,not_found,,,,,,,
leancrypto,cpe:2.3:a:leancrypto:leancrypto:1.7.1:*:*:*:*:*:*:*,leancrypto,leancrypto,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=leancrypto%20leancrypto,2026-08-07,,,,,
Ledger Enterprise,,,,,not_found,,,,,,,
Ledger SDK Post-Quantum Cryptography,,,,,not_found,,,,,,,
Let's Encrypt,,,,,not_found,,,,,,,
libbitcoinpqc,,,,,not_found,,,,,,,
libcrux,,,,,not_found,,,,,,,
libgcrypt,,,,,not_found,,,,,,,
liboqs,cpe:2.3:a:openquantumsafe:liboqs:0.10.1:-:*:*:*:*:*:*,openquantumsafe,liboqs,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openquantumsafe%20liboqs,2026-08-07,,,,,
liboqs-rust (oqs crate),,,,,not_found,,,,,,,
libpqsecure,,,,,not_found,,,,,,,
Libpqsecure-rs,,,,,not_found,,,,,,,
LibreSSL,cpe:2.3:a:openbsd:libressl:2.1.1:*:*:*:*:*:*:*,openbsd,libressl,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openbsd%20libressl,2026-08-07,,,,,
Libreswan,cpe:2.3:a:libreswan:libreswan:3.5:*:*:*:*:*:*:*,libreswan,libreswan,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=libreswan%20libreswan,2026-08-07,,,,,
libsodium,,,,,not_found,,,,,,,
libssh,cpe:2.3:a:libssh:libssh:0.5.2:*:*:*:*:*:*:*,libssh,libssh,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=libssh%20libssh,2026-08-07,,,,,
libtpms,cpe:2.3:a:libtpms_project:libtpms:-:*:*:*:*:*:*:*,libtpms_project,libtpms,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=libtpms%20libtpms,2026-08-07,,,,,
Linkerd,cpe:2.3:a:linkerd:linkerd:2.13.0:*:*:*:stable:kubernetes:*:*,linkerd,linkerd,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=linkerd%20linkerd,2026-08-07,,,,,
Linux IMA/EVM,,,,,not_found,,,,,,,
Linux LUKS / dm-crypt,,,,,not_found,,,,,,,
LS2 HSM Family,,,,,not_found,,,,,,,
LTO-10 PQC-Ready Tape,,,,,not_found,,,,,,,
MadQuantum-CM (Spain),,,,,not_found,,,,,,,
Mandiant (Google Cloud),,,,,not_found,,,,,,,
MariaDB Server,,,,,not_found,,,,,,,
Marvell LiquidSecurity 2,,,,,not_found,,,,,,,
Mastercard Quantum-Resistant Contactless,,,,,not_found,,,,,,,
Mavenir Cloud RAN,,,,,not_found,,,,,,,
MAYO Reference Implementation,,,,,not_found,,,,,,,
Mbed TLS,,,,,not_found,,,,,,,
mbedTLS,cpe:2.3:a:mbed:mbedtls:1.3.10:*:*:*:*:*:*:*,mbed,mbedtls,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mbedtls%20mbedtls,2026-08-07,,,,,
Metaco Harmonize,,,,,not_found,,,,,,,
Microchip ATECC608B,,,,,not_found,,,,,,,
Microchip CryptoAutomotive TA100,,,,,not_found,,,,,,,
Microchip MEC175xB PQC Controllers,,,,,not_found,,,,,,,
Microchip PolarFire,,,,,not_found,,,,,,,
Microsoft 365,cpe:2.3:a:microsoft:dynamics_365:8.0:*:*:*:*:*:*:*,microsoft,dynamics_365,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20365,2026-08-07,,,,,
Microsoft AD CS,,,,,not_found,,,,,,,
Microsoft Azure,cpe:2.3:a:microsoft:azure_active_directory_connect:1.1.524.0:*:*:*:*:*:*:*,microsoft,azure_active_directory_connect,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20azure,2026-08-07,,,,,
Microsoft Defender for Endpoint,cpe:2.3:a:microsoft:defender_for_endpoint:-:*:*:*:*:-:*:*,microsoft,defender_for_endpoint,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20defender%20for%20endpoint,2026-08-07,,,,,
Microsoft Edge,cpe:2.3:a:microsoft:edge:-:*:*:*:*:*:*:*,microsoft,edge,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20edge,2026-08-07,,,,,
Microsoft Entra External ID,,,,,not_found,,,,,,,
Microsoft Entra ID,,,,,not_found,,,,,,,
Microsoft Entra Verified ID,,,,,not_found,,,,,,,
Microsoft Hyper-V,cpe:2.3:o:microsoft:windows_server_2008:-:-:*:*:datacenter_without_hyper-v:*:itanium:*,microsoft,windows_server_2008,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20hyper-v,2026-08-07,,,,,
Microsoft Intune,cpe:2.3:a:microsoft:intune_endpoint_protection:-:*:*:*:*:*:*:*,microsoft,intune_endpoint_protection,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20intune,2026-08-07,,,,,
Microsoft PQCrypto-LWEKE,,,,,not_found,,,,,,,
Microsoft RDS,,,,,not_found,,,,,,,
Microsoft Remote Desktop Services (RDS),,,,,not_found,,,,,,,
Microsoft Research Post-Quantum TLS,,,,,not_found,,,,,,,
Microsoft SignTool,,,,,not_found,,,,,,,
Microsoft SymCrypt,cpe:2.3:a:microsoft:symcrypt:103.11.0:*:*:*:*:*:*:*,microsoft,symcrypt,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20symcrypt,2026-08-07,,,,,
MikroTik RouterOS,cpe:2.3:o:mikrotik:routeros:5.15:*:*:*:*:*:*:*,mikrotik,routeros,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mikrotik%20routeros,2026-08-07,,,,,
Mimecast Cloud Integrated,,,,,not_found,,,,,,,
Minimus Cryptographic Module for Java,,,,,not_found,,,,,,,
MinIO Enterprise,cpe:2.3:a:miniorange:oauth_single_sign_on:48.4.9:*:*:*:enterprise:wordpress:*:*,miniorange,oauth_single_sign_on,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=minio%20enterprise,2026-08-07,,,,,
ML-DSA-OSH: Open-Source Hardware Implementation of ML-DSA,,,,,not_found,,,,,,,
mlkem-native,,,,,not_found,,,,,,,
mls-rs (AWS),,,,,not_found,,,,,,,
mlspp,,,,,not_found,,,,,,,
MongoDB Queryable Encryption,,,,,not_found,,,,,,,
Mozilla Firefox,cpe:2.3:a:mozilla:firefox:-:*:*:*:*:*:*:*,mozilla,firefox,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mozilla%20firefox,2026-08-07,,,,,
Mozilla NSS,cpe:2.3:a:mozilla:nss:3.20.1:*:*:*:*:*:*:*,mozilla,nss,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mozilla%20nss,2026-08-07,,,,,
mtc (Merkle Tree Certificates CLI),,,,,not_found,,,,,,,
MTG AG CARA,,,,,not_found,,,,,,,
MTG AG CLM,,,,,not_found,,,,,,,
MTG AG KMS,,,,,not_found,,,,,,,
Mullvad VPN App,,,,,not_found,,,,,,,
MySQL Community Server,cpe:2.3:a:mysql:mysql_community_server:-:*:*:*:*:*:*:*,mysql,mysql_community_server,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=mysql%20community%20server,2026-08-07,,,,,
MySQL Enterprise Encryption,,,,,not_found,,,,,,,
N-able FIPS Cryptographic Module Java 140-3,,,,,not_found,,,,,,,
NEC 5G Core,,,,,not_found,,,,,,,
NESLIB Cryptographic Library (incl. NesLib_PQML),,,,,not_found,,,,,,,
NetApp ONTAP 9.16,cpe:2.3:a:netapp:ontap:9.16.1:-:*:*:*:*:*:*,netapp,ontap,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=netapp%20ontap%209.16,2026-08-07,,,,,
NetSfere PQC Messaging,,,,,not_found,,,,,,,
Netskope Intelligent DLP,,,,,not_found,,,,,,,
Netskope One PQC,,,,,not_found,,,,,,,
Nexus Group Certificate Manager,,,,,not_found,,,,,,,
Nginx,,,,,not_found,,,,,,,
NGINX Plus,,,,,not_found,,,,,,,
NGINX Plus R33 PQC,,,,,not_found,,,,,,,
Nimbus JOSE+JWT,,,,,not_found,,,,,,,
NixOS,cpe:2.3:o:nixos:nix:0.5:*:*:*:*:*:*:*,nixos,nix,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nixos%20nixos,2026-08-07,,,,,
noble-post-quantum,,,,,not_found,,,,,,,
Node.js,cpe:2.3:a:nodejs:node.js:0.10.18:*:*:*:*:*:*:*,nodejs,node.js,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nodejs%20node.js,2026-08-07,,,,,
Nokia Quantum-Safe Networks,,,,,not_found,,,,,,,
Nokia Quantum-Safe Railways,,,,,not_found,,,,,,,
NordVPN,cpe:2.3:a:nordvpn:nordvpn:6.14.28.0:*:*:*:*:*:*:*,nordvpn,nordvpn,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nordvpn%20nordvpn,2026-08-07,,,,,
Notary Project,cpe:2.3:a:notaryproject:notation:1.0.0:rc1:*:*:*:go:*:*,notaryproject,notation,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=notary%20project,2026-08-07,,,,,
Novachips NV7X Controller (P2-series SSD),,,,,not_found,,,,,,,
Nozomi Networks Guardian,cpe:2.3:a:nozominetworks:guardian:19.0.4:*:*:*:*:*:*:*,nozominetworks,guardian,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nozomi%20networks%20guardian,2026-08-07,,,,,
ns-3 Network Simulator,,,,,not_found,,,,,,,
NSS (Mozilla),,,,,not_found,,,,,,,
NTRU+ Reference Implementation,,,,,not_found,,,,,,,
NTT PQC Secure Transport,,,,,not_found,,,,,,,
Nutanix AHV,cpe:2.3:o:nutanix:ahv:-:*:*:*:*:*:*:*,nutanix,ahv,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=nutanix%20ahv,2026-08-07,,,,,
Nuvoton Cryptographic Library 3.0,,,,,not_found,,,,,,,
Nuvoton Cryptographic Library 3.3,,,,,not_found,,,,,,,
Nuvoton NCT6694B Cryptographic Engine,,,,,not_found,,,,,,,
Nvidia cuPQC,,,,,not_found,,,,,,,
NVIDIA cuPQC SDK,,,,,not_found,,,,,,,
NXP EdgeLock SE051H,,,,,not_found,,,,,,,
NXP i.MX 94 PQC Processor,,,,,not_found,,,,,,,
NXP JCOP 4.5 P71D600,,,,,not_found,,,,,,,
NXP OrangeBox 2.0 PQC,,,,,not_found,,,,,,,
NXP S32K5 Automotive PQC MCU,,,,,not_found,,,,,,,
NXP SE051 Secure Element,,,,,not_found,,,,,,,
OAuth 2.0 / OpenID Connect (OIDC),,,,,not_found,,,,,,,
Okta Integration Network,,,,,not_found,,,,,,,
Okta Workforce Identity,,,,,not_found,,,,,,,
Open Policy Agent (OPA),cpe:2.3:a:openpolicyagent:open_policy_agent:0.9.2:*:*:*:*:*:*:*,openpolicyagent,open_policy_agent,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=open%20policy%20agent%20%28opa%29,2026-08-07,,,,,
Open Quantum Safe liboqs,cpe:2.3:a:openquantumsafe:liboqs:0.10.1:-:*:*:*:*:*:*,openquantumsafe,liboqs,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=open%20quantum%20safe%20liboqs,2026-08-07,,,,,
OpenBao,cpe:2.3:a:openbao:openbao:2.0.0:-:*:*:*:*:*:*,openbao,openbao,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openbao%20openbao,2026-08-07,,,,,
OpenMLS,,,,,not_found,,,,,,,
OpenPGP.js,,,,,not_found,,,,,,,
OpenQKDNetwork,,,,,not_found,,,,,,,
OpenSSH,cpe:2.3:a:openbsd:openssh:-:*:*:*:*:*:*:*,openbsd,openssh,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openbsd%20openssh,2026-08-07,,,,,
OpenSSL,cpe:2.3:a:openssl:openssl:-:*:*:*:*:*:*:*,openssl,openssl,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openssl%20openssl,2026-08-07,,,,,
OpenSSL 3.5.0,cpe:2.3:a:openssl:openssl:3.5.0:-:*:*:*:*:*:*,openssl,openssl,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openssl%203.5.0,2026-08-07,,,,,
openSUSE Leap,cpe:2.3:o:opensuse_project:leap:42.2:*:*:*:*:*:*:*,opensuse_project,leap,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=opensuse%20leap,2026-08-07,,,,,
OpenText Content Cloud,,,,,not_found,,,,,,,
OpenVPN,cpe:2.3:a:openvpn:openvpn:-:*:*:*:*:*:*:*,openvpn,openvpn,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openvpn%20openvpn,2026-08-07,,,,,
OpenWrt,cpe:2.3:o:openwrt:lede:17.01:*:*:*:*:*:*:*,openwrt,lede,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=openwrt%20openwrt,2026-08-07,,,,,
Opera Browser PQC,,,,,not_found,,,,,,,
opgpkcs11 (openpgp-pkcs11-sequoia bridge),,,,,not_found,,,,,,,
OPNsense,cpe:2.3:a:opnsense:opnsense:16.1.16:*:*:*:*:*:*:*,opnsense,opnsense,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=opnsense%20opnsense,2026-08-07,,,,,
"OQS Docker Images (nginx, curl, haproxy)",,,,,not_found,,,,,,,
OQS-OpenSSL Provider,,,,,not_found,,,,,,,
oqs-provider,,,,,not_found,,,,,,,
Oracle AI Database 26ai,,,,,not_found,,,,,,,
Oracle Key Vault,,,,,not_found,,,,,,,
Oracle Linux 9.7,,,,,not_found,,,,,,,
Oracle OpenSSL FIPS Provider,,,,,not_found,,,,,,,
Orange Business PQC WAN,,,,,not_found,,,,,,,
OSR PQC Solutions,,,,,not_found,,,,,,,
osslsigncode,cpe:2.3:a:osslsigncode_project:osslsigncode:2.3:*:*:*:*:*:*:*,osslsigncode_project,osslsigncode,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=osslsigncode%20osslsigncode,2026-08-07,,,,,
OVHcloud QRNG SSL,,,,,not_found,,,,,,,
PacketLight PQC Optical Encryption,,,,,not_found,,,,,,,
Palo Alto Cortex XDR,cpe:2.3:a:paloaltonetworks:cortex_xdr_agent:5.0:*:*:*:*:*:*:*,paloaltonetworks,cortex_xdr_agent,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=palo%20alto%20cortex%20xdr,2026-08-07,,,,,
Palo Alto GlobalProtect,cpe:2.3:a:paloaltonetworks:globalprotect:1.1.7:*:*:*:*:*:*:*,paloaltonetworks,globalprotect,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=palo%20alto%20globalprotect,2026-08-07,,,,,
Palo Alto PAN-OS,cpe:2.3:o:paloaltonetworks:pan-os:5.1.10:*:*:*:*:*:*:*,paloaltonetworks,pan-os,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=palo%20alto%20pan-os,2026-08-07,,,,,
Palo Alto Prisma SASE,,,,,not_found,,,,,,,
Palo Alto Quantum-Safe Security,,,,,not_found,,,,,,,
Paradym (Animo Solutions),,,,,not_found,,,,,,,
Paramiko (Python SSH),,,,,not_found,,,,,,,
Patero PQC Gateway,,,,,not_found,,,,,,,
Payara Server,,,,,not_found,,,,,,,
pfSense Community Edition,cpe:2.3:a:pfsense:pfsense:2.2.6:*:*:*:community:*:*:*,pfsense,pfsense,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=pfsense%20community%20edition,2026-08-07,,,,,
PhioTX,,,,,not_found,,,,,,,
Ping Identity PingFederate,cpe:2.3:a:pingidentity:pingfederate:6.10.1:*:*:*:*:*:*:*,pingidentity,pingfederate,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ping%20identity%20pingfederate,2026-08-07,,,,,
pkcs11-provider (pqctoday composite),,,,,not_found,,,,,,,
Playwright,,,,,not_found,,,,,,,
Polkadot/Substrate,,,,,not_found,,,,,,,
Postfix 3.10 PQC,,,,,not_found,,,,,,,
PostgreSQL,cpe:2.3:a:postgresql:postgresql:-:*:*:*:*:*:*:*,postgresql,postgresql,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=postgresql%20postgresql,2026-08-07,,,,,
PostgreSQL pgcrypto,,,,,not_found,,,,,,,
PowerDNS PQC DNSSEC,,,,,not_found,,,,,,,
PQ Code Package,,,,,not_found,,,,,,,
pqc-flow,,,,,not_found,,,,,,,
PQC-LEO,,,,,not_found,,,,,,,
PQCA mldsa-native,,,,,not_found,,,,,,,
pQCee CNG Provider,,,,,not_found,,,,,,,
